Date,Population,Area,Type
12/31/2018,2147602,"Kansas City, MO-KS",MSA
12/31/2019,2161639,"Kansas City, MO-KS",MSA
12/31/2020,2195043,"Kansas City, MO-KS",MSA
12/31/2021,2202933,"Kansas City, MO-KS",MSA
12/31/2022,2209494,"Kansas City, MO-KS",MSA
12/31/2000,58568,"Kapaa, HI",MSA
12/31/2001,59075,"Kapaa, HI",MSA
12/31/2002,59981,"Kapaa, HI",MSA
12/31/2003,60805,"Kapaa, HI",MSA
12/31/2004,62095,"Kapaa, HI",MSA
12/31/2005,62863,"Kapaa, HI",MSA
12/31/2006,63465,"Kapaa, HI",MSA
12/31/2007,64490,"Kapaa, HI",MSA
12/31/2008,65603,"Kapaa, HI",MSA
12/31/2009,66518,"Kapaa, HI",MSA
12/31/2010,67208,"Kapaa, HI",MSA
12/31/2011,67894,"Kapaa, HI",MSA
12/31/2012,68680,"Kapaa, HI",MSA
12/31/2013,69653,"Kapaa, HI",MSA
12/31/2014,70316,"Kapaa, HI",MSA
12/31/2015,71052,"Kapaa, HI",MSA
12/31/2016,71574,"Kapaa, HI",MSA
12/31/2017,71838,"Kapaa, HI",MSA
12/31/2018,72292,"Kapaa, HI",MSA
12/31/2019,72190,"Kapaa, HI",MSA
12/31/2020,73186,"Kapaa, HI",MSA
12/31/2021,73791,"Kapaa, HI",MSA
12/31/2022,73810,"Kapaa, HI",MSA
12/31/2000,49199,"Kearney, NE",MSA
12/31/2001,49260,"Kearney, NE",MSA
12/31/2002,49734,"Kearney, NE",MSA
12/31/2003,50051,"Kearney, NE",MSA
12/31/2004,50529,"Kearney, NE",MSA
12/31/2005,50829,"Kearney, NE",MSA
12/31/2006,51259,"Kearney, NE",MSA
12/31/2007,51684,"Kearney, NE",MSA
12/31/2008,51897,"Kearney, NE",MSA
12/31/2009,52446,"Kearney, NE",MSA
12/31/2010,52652,"Kearney, NE",MSA
12/31/2011,53374,"Kearney, NE",MSA
12/31/2012,54151,"Kearney, NE",MSA
12/31/2013,54500,"Kearney, NE",MSA
12/31/2014,54810,"Kearney, NE",MSA
12/31/2015,55165,"Kearney, NE",MSA
12/31/2016,55739,"Kearney, NE",MSA
12/31/2017,55928,"Kearney, NE",MSA
12/31/2018,56048,"Kearney, NE",MSA
12/31/2019,56430,"Kearney, NE",MSA
12/31/2020,56876,"Kearney, NE",MSA
12/31/2021,56972,"Kearney, NE",MSA
12/31/2022,57276,"Kearney, NE",MSA
12/31/2000,73953,"Keene, NH",MSA
12/31/2001,74372,"Keene, NH",MSA
12/31/2002,75047,"Keene, NH",MSA
12/31/2003,76135,"Keene, NH",MSA
12/31/2004,76709,"Keene, NH",MSA
12/31/2005,77061,"Keene, NH",MSA
12/31/2006,77658,"Keene, NH",MSA
12/31/2007,77745,"Keene, NH",MSA
12/31/2008,77472,"Keene, NH",MSA
12/31/2009,77302,"Keene, NH",MSA
12/31/2010,77063,"Keene, NH",MSA
12/31/2011,76965,"Keene, NH",MSA
12/31/2012,76957,"Keene, NH",MSA
12/31/2013,76787,"Keene, NH",MSA
12/31/2014,76514,"Keene, NH",MSA
12/31/2015,76390,"Keene, NH",MSA
12/31/2016,76104,"Keene, NH",MSA
12/31/2017,76062,"Keene, NH",MSA
12/31/2018,75925,"Keene, NH",MSA
12/31/2019,75880,"Keene, NH",MSA
12/31/2020,76541,"Keene, NH",MSA
12/31/2021,76821,"Keene, NH",MSA
12/31/2022,77350,"Keene, NH",MSA
12/31/2000,46640,"Kendallville, IN",MSA
12/31/2001,47110,"Kendallville, IN",MSA
12/31/2002,46884,"Kendallville, IN",MSA
12/31/2003,46917,"Kendallville, IN",MSA
12/31/2004,46996,"Kendallville, IN",MSA
12/31/2005,47292,"Kendallville, IN",MSA
12/31/2006,47470,"Kendallville, IN",MSA
12/31/2007,47419,"Kendallville, IN",MSA
12/31/2008,47561,"Kendallville, IN",MSA
12/31/2009,47574,"Kendallville, IN",MSA
12/31/2010,47455,"Kendallville, IN",MSA
12/31/2011,47297,"Kendallville, IN",MSA
12/31/2012,47192,"Kendallville, IN",MSA
12/31/2013,47246,"Kendallville, IN",MSA
12/31/2014,47372,"Kendallville, IN",MSA
12/31/2015,47514,"Kendallville, IN",MSA
12/31/2016,47432,"Kendallville, IN",MSA
12/31/2017,47379,"Kendallville, IN",MSA
12/31/2018,47649,"Kendallville, IN",MSA
12/31/2019,47907,"Kendallville, IN",MSA
12/31/2020,47453,"Kendallville, IN",MSA
12/31/2021,47419,"Kendallville, IN",MSA
12/31/2022,47367,"Kendallville, IN",MSA
12/31/2000,33148,"Kennett, MO",MSA
12/31/2001,33006,"Kennett, MO",MSA
12/31/2002,32871,"Kennett, MO",MSA
12/31/2003,32723,"Kennett, MO",MSA
12/31/2004,32420,"Kennett, MO",MSA
12/31/2005,32581,"Kennett, MO",MSA
12/31/2006,32388,"Kennett, MO",MSA
12/31/2007,32255,"Kennett, MO",MSA
12/31/2008,32158,"Kennett, MO",MSA
12/31/2009,31977,"Kennett, MO",MSA
12/31/2010,31951,"Kennett, MO",MSA
12/31/2011,32018,"Kennett, MO",MSA
12/31/2012,31848,"Kennett, MO",MSA
12/31/2013,31738,"Kennett, MO",MSA
12/31/2014,31320,"Kennett, MO",MSA
12/31/2015,30868,"Kennett, MO",MSA
12/31/2016,30622,"Kennett, MO",MSA
12/31/2017,30147,"Kennett, MO",MSA
12/31/2018,29464,"Kennett, MO",MSA
12/31/2019,29173,"Kennett, MO",MSA
12/31/2020,28217,"Kennett, MO",MSA
12/31/2021,27751,"Kennett, MO",MSA
12/31/2022,27406,"Kennett, MO",MSA
12/31/2000,192696,"Kennewick-Richland, WA",MSA
12/31/2001,196420,"Kennewick-Richland, WA",MSA
12/31/2002,202688,"Kennewick-Richland, WA",MSA
12/31/2003,209043,"Kennewick-Richland, WA",MSA
12/31/2004,213854,"Kennewick-Richland, WA",MSA
12/31/2005,219086,"Kennewick-Richland, WA",MSA
12/31/2006,224149,"Kennewick-Richland, WA",MSA
12/31/2007,229255,"Kennewick-Richland, WA",MSA
12/31/2008,237348,"Kennewick-Richland, WA",MSA
12/31/2009,245600,"Kennewick-Richland, WA",MSA
12/31/2010,255543,"Kennewick-Richland, WA",MSA
12/31/2011,263497,"Kennewick-Richland, WA",MSA
12/31/2012,268091,"Kennewick-Richland, WA",MSA
12/31/2013,270803,"Kennewick-Richland, WA",MSA
12/31/2014,274175,"Kennewick-Richland, WA",MSA
12/31/2015,278963,"Kennewick-Richland, WA",MSA
12/31/2016,283705,"Kennewick-Richland, WA",MSA
12/31/2017,290032,"Kennewick-Richland, WA",MSA
12/31/2018,295124,"Kennewick-Richland, WA",MSA
12/31/2019,299619,"Kennewick-Richland, WA",MSA
12/31/2020,304556,"Kennewick-Richland, WA",MSA
12/31/2021,308711,"Kennewick-Richland, WA",MSA
12/31/2022,311469,"Kennewick-Richland, WA",MSA
12/31/2000,43848,"Kerrville, TX",MSA
12/31/2001,44331,"Kerrville, TX",MSA
12/31/2002,44894,"Kerrville, TX",MSA
12/31/2003,45278,"Kerrville, TX",MSA
12/31/2004,46054,"Kerrville, TX",MSA
12/31/2005,46809,"Kerrville, TX",MSA
12/31/2006,47840,"Kerrville, TX",MSA
12/31/2007,48352,"Kerrville, TX",MSA
12/31/2008,48852,"Kerrville, TX",MSA
12/31/2009,49427,"Kerrville, TX",MSA
12/31/2010,49640,"Kerrville, TX",MSA
12/31/2011,49635,"Kerrville, TX",MSA
12/31/2012,49712,"Kerrville, TX",MSA
12/31/2013,49781,"Kerrville, TX",MSA
12/31/2014,50333,"Kerrville, TX",MSA
12/31/2015,50869,"Kerrville, TX",MSA
12/31/2016,51442,"Kerrville, TX",MSA
12/31/2017,51883,"Kerrville, TX",MSA
12/31/2018,52359,"Kerrville, TX",MSA
12/31/2019,52422,"Kerrville, TX",MSA
12/31/2020,52691,"Kerrville, TX",MSA
12/31/2021,53136,"Kerrville, TX",MSA
12/31/2022,53741,"Kerrville, TX",MSA
12/31/2000,14000,"Ketchikan, AK",MSA
12/31/2001,13796,"Ketchikan, AK",MSA
12/31/2002,13599,"Ketchikan, AK",MSA
12/31/2003,13335,"Ketchikan, AK",MSA
12/31/2004,13244,"Ketchikan, AK",MSA
12/31/2005,13305,"Ketchikan, AK",MSA
12/31/2006,13492,"Ketchikan, AK",MSA
12/31/2007,13341,"Ketchikan, AK",MSA
12/31/2008,13326,"Ketchikan, AK",MSA
12/31/2009,13294,"Ketchikan, AK",MSA
12/31/2010,13584,"Ketchikan, AK",MSA
12/31/2011,13688,"Ketchikan, AK",MSA
12/31/2012,13743,"Ketchikan, AK",MSA
12/31/2013,13748,"Ketchikan, AK",MSA
12/31/2014,13826,"Ketchikan, AK",MSA
12/31/2015,13737,"Ketchikan, AK",MSA
12/31/2016,13760,"Ketchikan, AK",MSA
12/31/2017,13874,"Ketchikan, AK",MSA
12/31/2018,13881,"Ketchikan, AK",MSA
12/31/2019,13905,"Ketchikan, AK",MSA
12/31/2020,13918,"Ketchikan, AK",MSA
12/31/2021,13810,"Ketchikan, AK",MSA
12/31/2022,13741,"Ketchikan, AK",MSA
12/31/2000,79470,"Key West, FL",MSA
12/31/2001,79038,"Key West, FL",MSA
12/31/2002,78755,"Key West, FL",MSA
12/31/2003,78497,"Key West, FL",MSA
12/31/2004,77616,"Key West, FL",MSA
12/31/2005,75819,"Key West, FL",MSA
12/31/2006,73793,"Key West, FL",MSA
12/31/2007,72906,"Key West, FL",MSA
12/31/2008,72730,"Key West, FL",MSA
12/31/2009,72627,"Key West, FL",MSA
12/31/2010,73226,"Key West, FL",MSA
12/31/2011,73988,"Key West, FL",MSA
12/31/2012,74596,"Key West, FL",MSA
12/31/2013,75878,"Key West, FL",MSA
12/31/2014,76353,"Key West, FL",MSA
12/31/2015,76758,"Key West, FL",MSA
12/31/2016,76968,"Key West, FL",MSA
12/31/2017,76556,"Key West, FL",MSA
12/31/2018,74362,"Key West, FL",MSA
12/31/2019,73897,"Key West, FL",MSA
12/31/2020,82852,"Key West, FL",MSA
12/31/2021,82265,"Key West, FL",MSA
12/31/2022,81708,"Key West, FL",MSA
12/31/2000,30149,"Kill Devil Hills, NC",MSA
12/31/2001,30826,"Kill Devil Hills, NC",MSA
12/31/2002,31898,"Kill Devil Hills, NC",MSA
12/31/2003,32697,"Kill Devil Hills, NC",MSA
12/31/2004,33196,"Kill Devil Hills, NC",MSA
12/31/2005,33354,"Kill Devil Hills, NC",MSA
12/31/2006,33463,"Kill Devil Hills, NC",MSA
12/31/2007,33541,"Kill Devil Hills, NC",MSA
12/31/2008,33553,"Kill Devil Hills, NC",MSA
12/31/2009,33679,"Kill Devil Hills, NC",MSA
12/31/2010,33981,"Kill Devil Hills, NC",MSA
12/31/2011,34161,"Kill Devil Hills, NC",MSA
12/31/2012,34389,"Kill Devil Hills, NC",MSA
12/31/2013,34823,"Kill Devil Hills, NC",MSA
12/31/2014,34914,"Kill Devil Hills, NC",MSA
12/31/2015,35499,"Kill Devil Hills, NC",MSA
12/31/2016,35905,"Kill Devil Hills, NC",MSA
12/31/2017,36257,"Kill Devil Hills, NC",MSA
12/31/2018,36710,"Kill Devil Hills, NC",MSA
12/31/2019,37071,"Kill Devil Hills, NC",MSA
12/31/2020,37032,"Kill Devil Hills, NC",MSA
12/31/2021,37889,"Kill Devil Hills, NC",MSA
12/31/2022,37956,"Kill Devil Hills, NC",MSA
12/31/2000,332989,"Killeen-Temple, TX",MSA
12/31/2001,336409,"Killeen-Temple, TX",MSA
12/31/2002,341231,"Killeen-Temple, TX",MSA
12/31/2003,342865,"Killeen-Temple, TX",MSA
12/31/2004,349745,"Killeen-Temple, TX",MSA
12/31/2005,357533,"Killeen-Temple, TX",MSA
12/31/2006,365460,"Killeen-Temple, TX",MSA
12/31/2007,380804,"Killeen-Temple, TX",MSA
12/31/2008,392237,"Killeen-Temple, TX",MSA
12/31/2009,395375,"Killeen-Temple, TX",MSA
12/31/2010,408299,"Killeen-Temple, TX",MSA
12/31/2011,412491,"Killeen-Temple, TX",MSA
12/31/2012,423703,"Killeen-Temple, TX",MSA
12/31/2013,424219,"Killeen-Temple, TX",MSA
12/31/2014,426787,"Killeen-Temple, TX",MSA
12/31/2015,433038,"Killeen-Temple, TX",MSA
12/31/2016,436933,"Killeen-Temple, TX",MSA
12/31/2017,443436,"Killeen-Temple, TX",MSA
12/31/2018,451657,"Killeen-Temple, TX",MSA
12/31/2019,461665,"Killeen-Temple, TX",MSA
12/31/2020,477082,"Killeen-Temple, TX",MSA
12/31/2021,486860,"Killeen-Temple, TX",MSA
12/31/2022,496228,"Killeen-Temple, TX",MSA
12/31/2000,298534,"Kingsport-Bristol, TN-VA",MSA
12/31/2001,298648,"Kingsport-Bristol, TN-VA",MSA
12/31/2002,299267,"Kingsport-Bristol, TN-VA",MSA
12/31/2003,300370,"Kingsport-Bristol, TN-VA",MSA
12/31/2004,300668,"Kingsport-Bristol, TN-VA",MSA
12/31/2005,302519,"Kingsport-Bristol, TN-VA",MSA
12/31/2006,304535,"Kingsport-Bristol, TN-VA",MSA
12/31/2007,306805,"Kingsport-Bristol, TN-VA",MSA
12/31/2008,308069,"Kingsport-Bristol, TN-VA",MSA
12/31/2009,309293,"Kingsport-Bristol, TN-VA",MSA
12/31/2010,309488,"Kingsport-Bristol, TN-VA",MSA
12/31/2011,309145,"Kingsport-Bristol, TN-VA",MSA
12/31/2012,308713,"Kingsport-Bristol, TN-VA",MSA
12/31/2013,307957,"Kingsport-Bristol, TN-VA",MSA
12/31/2014,307391,"Kingsport-Bristol, TN-VA",MSA
12/31/2015,306525,"Kingsport-Bristol, TN-VA",MSA
12/31/2016,306359,"Kingsport-Bristol, TN-VA",MSA
12/31/2017,306880,"Kingsport-Bristol, TN-VA",MSA
12/31/2018,307125,"Kingsport-Bristol, TN-VA",MSA
12/31/2019,307790,"Kingsport-Bristol, TN-VA",MSA
12/31/2020,307716,"Kingsport-Bristol, TN-VA",MSA
12/31/2021,308794,"Kingsport-Bristol, TN-VA",MSA
12/31/2022,311272,"Kingsport-Bristol, TN-VA",MSA
12/31/2000,177810,"Kingston, NY",MSA
12/31/2001,178440,"Kingston, NY",MSA
12/31/2002,180128,"Kingston, NY",MSA
12/31/2003,180942,"Kingston, NY",MSA
12/31/2004,181847,"Kingston, NY",MSA
12/31/2005,182438,"Kingston, NY",MSA
12/31/2006,182845,"Kingston, NY",MSA
12/31/2007,182818,"Kingston, NY",MSA
12/31/2008,183174,"Kingston, NY",MSA
12/31/2009,182638,"Kingston, NY",MSA
12/31/2010,182422,"Kingston, NY",MSA
12/31/2011,182458,"Kingston, NY",MSA
12/31/2012,181555,"Kingston, NY",MSA
12/31/2013,180722,"Kingston, NY",MSA
12/31/2014,180435,"Kingston, NY",MSA
12/31/2015,179696,"Kingston, NY",MSA
12/31/2016,179045,"Kingston, NY",MSA
12/31/2017,178650,"Kingston, NY",MSA
12/31/2018,178510,"Kingston, NY",MSA
12/31/2019,177933,"Kingston, NY",MSA
12/31/2020,181627,"Kingston, NY",MSA
12/31/2021,183704,"Kingston, NY",MSA
12/31/2022,182319,"Kingston, NY",MSA
12/31/2000,32010,"Kingsville, TX",MSA
12/31/2001,31736,"Kingsville, TX",MSA
12/31/2002,31842,"Kingsville, TX",MSA
12/31/2003,31767,"Kingsville, TX",MSA
12/31/2004,31802,"Kingsville, TX",MSA
12/31/2005,31699,"Kingsville, TX",MSA
12/31/2006,31575,"Kingsville, TX",MSA
12/31/2007,31785,"Kingsville, TX",MSA
12/31/2008,31965,"Kingsville, TX",MSA
12/31/2009,32279,"Kingsville, TX",MSA
12/31/2010,32454,"Kingsville, TX",MSA
12/31/2011,32472,"Kingsville, TX",MSA
12/31/2012,32540,"Kingsville, TX",MSA
12/31/2013,32450,"Kingsville, TX",MSA
12/31/2014,32321,"Kingsville, TX",MSA
12/31/2015,31847,"Kingsville, TX",MSA
12/31/2016,31736,"Kingsville, TX",MSA
12/31/2017,31164,"Kingsville, TX",MSA
12/31/2018,31137,"Kingsville, TX",MSA
12/31/2019,30887,"Kingsville, TX",MSA
12/31/2020,31328,"Kingsville, TX",MSA
12/31/2021,30984,"Kingsville, TX",MSA
12/31/2022,30720,"Kingsville, TX",MSA
12/31/2000,59556,"Kinston, NC",MSA
12/31/2001,59421,"Kinston, NC",MSA
12/31/2002,59293,"Kinston, NC",MSA
12/31/2003,59142,"Kinston, NC",MSA
12/31/2004,59088,"Kinston, NC",MSA
12/31/2005,59195,"Kinston, NC",MSA
12/31/2006,59203,"Kinston, NC",MSA
12/31/2007,59072,"Kinston, NC",MSA
12/31/2008,59398,"Kinston, NC",MSA
12/31/2009,59421,"Kinston, NC",MSA
12/31/2010,59491,"Kinston, NC",MSA
12/31/2011,59425,"Kinston, NC",MSA
12/31/2012,59132,"Kinston, NC",MSA
12/31/2013,58754,"Kinston, NC",MSA
12/31/2014,58275,"Kinston, NC",MSA
12/31/2015,58012,"Kinston, NC",MSA
12/31/2016,57264,"Kinston, NC",MSA
12/31/2017,56644,"Kinston, NC",MSA
12/31/2018,56050,"Kinston, NC",MSA
12/31/2019,56074,"Kinston, NC",MSA
12/31/2020,55050,"Kinston, NC",MSA
12/31/2021,54693,"Kinston, NC",MSA
12/31/2022,54633,"Kinston, NC",MSA
12/31/2000,29134,"Kirksville, MO",MSA
12/31/2001,29151,"Kirksville, MO",MSA
12/31/2002,29317,"Kirksville, MO",MSA
12/31/2003,29222,"Kirksville, MO",MSA
12/31/2004,29301,"Kirksville, MO",MSA
12/31/2005,29129,"Kirksville, MO",MSA
12/31/2006,29274,"Kirksville, MO",MSA
12/31/2007,29296,"Kirksville, MO",MSA
12/31/2008,29782,"Kirksville, MO",MSA
12/31/2009,29991,"Kirksville, MO",MSA
12/31/2010,30079,"Kirksville, MO",MSA
12/31/2011,30066,"Kirksville, MO",MSA
12/31/2012,30087,"Kirksville, MO",MSA
12/31/2013,30103,"Kirksville, MO",MSA
12/31/2014,29949,"Kirksville, MO",MSA
12/31/2015,29902,"Kirksville, MO",MSA
12/31/2016,29809,"Kirksville, MO",MSA
12/31/2017,30035,"Kirksville, MO",MSA
12/31/2018,30170,"Kirksville, MO",MSA
12/31/2019,30143,"Kirksville, MO",MSA
12/31/2020,29279,"Kirksville, MO",MSA
12/31/2021,29200,"Kirksville, MO",MSA
12/31/2022,29167,"Kirksville, MO",MSA
12/31/2000,63885,"Klamath Falls, OR",MSA
12/31/2001,64139,"Klamath Falls, OR",MSA
12/31/2002,64150,"Klamath Falls, OR",MSA
12/31/2003,64582,"Klamath Falls, OR",MSA
12/31/2004,64841,"Klamath Falls, OR",MSA
12/31/2005,65553,"Klamath Falls, OR",MSA
12/31/2006,66294,"Klamath Falls, OR",MSA
12/31/2007,66767,"Klamath Falls, OR",MSA
12/31/2008,66732,"Klamath Falls, OR",MSA
12/31/2009,66460,"Klamath Falls, OR",MSA
12/31/2010,66323,"Klamath Falls, OR",MSA
12/31/2011,66322,"Klamath Falls, OR",MSA
12/31/2012,65936,"Klamath Falls, OR",MSA
12/31/2013,65719,"Klamath Falls, OR",MSA
12/31/2014,65333,"Klamath Falls, OR",MSA
12/31/2015,65742,"Klamath Falls, OR",MSA
12/31/2016,66287,"Klamath Falls, OR",MSA
12/31/2017,66853,"Klamath Falls, OR",MSA
12/31/2018,67810,"Klamath Falls, OR",MSA
12/31/2019,68343,"Klamath Falls, OR",MSA
12/31/2020,69547,"Klamath Falls, OR",MSA
12/31/2021,70255,"Klamath Falls, OR",MSA
12/31/2022,70212,"Klamath Falls, OR",MSA
12/31/2000,729194,"Knoxville, TN",MSA
12/31/2001,735744,"Knoxville, TN",MSA
12/31/2002,742420,"Knoxville, TN",MSA
12/31/2003,750863,"Knoxville, TN",MSA
12/31/2004,758622,"Knoxville, TN",MSA
12/31/2005,768798,"Knoxville, TN",MSA
12/31/2006,782685,"Knoxville, TN",MSA
12/31/2007,794171,"Knoxville, TN",MSA
12/31/2008,804719,"Knoxville, TN",MSA
12/31/2009,811349,"Knoxville, TN",MSA
12/31/2010,816021,"Knoxville, TN",MSA
12/31/2011,820819,"Knoxville, TN",MSA
12/31/2012,825215,"Knoxville, TN",MSA
12/31/2013,829313,"Knoxville, TN",MSA
12/31/2014,833342,"Knoxville, TN",MSA
12/31/2015,838325,"Knoxville, TN",MSA
12/31/2016,845560,"Knoxville, TN",MSA
12/31/2017,854346,"Knoxville, TN",MSA
12/31/2018,862196,"Knoxville, TN",MSA
12/31/2019,869138,"Knoxville, TN",MSA
12/31/2020,882268,"Knoxville, TN",MSA
12/31/2021,893262,"Knoxville, TN",MSA
12/31/2022,907968,"Knoxville, TN",MSA
12/31/2000,84940,"Kokomo, IN",MSA
12/31/2001,84909,"Kokomo, IN",MSA
12/31/2002,84563,"Kokomo, IN",MSA
12/31/2003,84538,"Kokomo, IN",MSA
12/31/2004,84291,"Kokomo, IN",MSA
12/31/2005,84382,"Kokomo, IN",MSA
12/31/2006,83943,"Kokomo, IN",MSA
12/31/2007,83743,"Kokomo, IN",MSA
12/31/2008,83472,"Kokomo, IN",MSA
12/31/2009,82701,"Kokomo, IN",MSA
12/31/2010,82753,"Kokomo, IN",MSA
12/31/2011,82805,"Kokomo, IN",MSA
12/31/2012,82853,"Kokomo, IN",MSA
12/31/2013,82761,"Kokomo, IN",MSA
12/31/2014,82633,"Kokomo, IN",MSA
12/31/2015,82378,"Kokomo, IN",MSA
12/31/2016,82395,"Kokomo, IN",MSA
12/31/2017,82302,"Kokomo, IN",MSA
12/31/2018,82339,"Kokomo, IN",MSA
12/31/2019,82660,"Kokomo, IN",MSA
12/31/2020,83588,"Kokomo, IN",MSA
12/31/2021,83642,"Kokomo, IN",MSA
12/31/2022,83574,"Kokomo, IN",MSA
12/31/2000,127021,"La Crosse-Onalaska, WI-MN",MSA
12/31/2001,127624,"La Crosse-Onalaska, WI-MN",MSA
12/31/2002,128261,"La Crosse-Onalaska, WI-MN",MSA
12/31/2003,128780,"La Crosse-Onalaska, WI-MN",MSA
12/31/2004,128992,"La Crosse-Onalaska, WI-MN",MSA
12/31/2005,129549,"La Crosse-Onalaska, WI-MN",MSA
12/31/2006,130147,"La Crosse-Onalaska, WI-MN",MSA
12/31/2007,131190,"La Crosse-Onalaska, WI-MN",MSA
12/31/2008,131920,"La Crosse-Onalaska, WI-MN",MSA
12/31/2009,133072,"La Crosse-Onalaska, WI-MN",MSA
12/31/2010,133906,"La Crosse-Onalaska, WI-MN",MSA
12/31/2011,134132,"La Crosse-Onalaska, WI-MN",MSA
12/31/2012,135347,"La Crosse-Onalaska, WI-MN",MSA
12/31/2013,135718,"La Crosse-Onalaska, WI-MN",MSA
12/31/2014,136215,"La Crosse-Onalaska, WI-MN",MSA
12/31/2015,136477,"La Crosse-Onalaska, WI-MN",MSA
12/31/2016,136544,"La Crosse-Onalaska, WI-MN",MSA
12/31/2017,136866,"La Crosse-Onalaska, WI-MN",MSA
12/31/2018,136828,"La Crosse-Onalaska, WI-MN",MSA
12/31/2019,136818,"La Crosse-Onalaska, WI-MN",MSA
12/31/2020,139781,"La Crosse-Onalaska, WI-MN",MSA
12/31/2021,138196,"La Crosse-Onalaska, WI-MN",MSA
12/31/2022,139094,"La Crosse-Onalaska, WI-MN",MSA
12/31/2000,24537,"La Grande, OR",MSA
12/31/2001,24353,"La Grande, OR",MSA
12/31/2002,24472,"La Grande, OR",MSA
12/31/2003,24607,"La Grande, OR",MSA
12/31/2004,24513,"La Grande, OR",MSA
12/31/2005,24675,"La Grande, OR",MSA
12/31/2006,24754,"La Grande, OR",MSA
12/31/2007,25263,"La Grande, OR",MSA
12/31/2008,25473,"La Grande, OR",MSA
12/31/2009,25580,"La Grande, OR",MSA
12/31/2010,25725,"La Grande, OR",MSA
12/31/2011,25906,"La Grande, OR",MSA
12/31/2012,25801,"La Grande, OR",MSA
12/31/2013,25531,"La Grande, OR",MSA
12/31/2014,25645,"La Grande, OR",MSA
12/31/2015,25720,"La Grande, OR",MSA
12/31/2016,26082,"La Grande, OR",MSA
12/31/2017,26410,"La Grande, OR",MSA
12/31/2018,26733,"La Grande, OR",MSA
12/31/2019,26733,"La Grande, OR",MSA
12/31/2020,26167,"La Grande, OR",MSA
12/31/2021,26276,"La Grande, OR",MSA
12/31/2022,26177,"La Grande, OR",MSA
12/31/2000,95494,"LaGrange, GA-AL",MSA
12/31/2001,96118,"LaGrange, GA-AL",MSA
12/31/2002,96189,"LaGrange, GA-AL",MSA
12/31/2003,96471,"LaGrange, GA-AL",MSA
12/31/2004,97464,"LaGrange, GA-AL",MSA
12/31/2005,98512,"LaGrange, GA-AL",MSA
12/31/2006,98842,"LaGrange, GA-AL",MSA
12/31/2007,99741,"LaGrange, GA-AL",MSA
12/31/2008,100423,"LaGrange, GA-AL",MSA
12/31/2009,100806,"LaGrange, GA-AL",MSA
12/31/2010,101165,"LaGrange, GA-AL",MSA
12/31/2011,101667,"LaGrange, GA-AL",MSA
12/31/2012,102412,"LaGrange, GA-AL",MSA
12/31/2013,102984,"LaGrange, GA-AL",MSA
12/31/2014,103305,"LaGrange, GA-AL",MSA
12/31/2015,103657,"LaGrange, GA-AL",MSA
12/31/2016,103732,"LaGrange, GA-AL",MSA
12/31/2017,103839,"LaGrange, GA-AL",MSA
12/31/2018,103661,"LaGrange, GA-AL",MSA
12/31/2019,103303,"LaGrange, GA-AL",MSA
12/31/2020,103968,"LaGrange, GA-AL",MSA
12/31/2021,103925,"LaGrange, GA-AL",MSA
12/31/2022,104279,"LaGrange, GA-AL",MSA
12/31/2000,56473,"Laconia, NH",MSA
12/31/2001,57597,"Laconia, NH",MSA
12/31/2002,58609,"Laconia, NH",MSA
12/31/2003,59497,"Laconia, NH",MSA
12/31/2004,60170,"Laconia, NH",MSA
12/31/2005,60287,"Laconia, NH",MSA
12/31/2006,60105,"Laconia, NH",MSA
12/31/2007,60109,"Laconia, NH",MSA
12/31/2008,60239,"Laconia, NH",MSA
12/31/2009,60171,"Laconia, NH",MSA
12/31/2010,60101,"Laconia, NH",MSA
12/31/2011,60339,"Laconia, NH",MSA
12/31/2012,60450,"Laconia, NH",MSA
12/31/2013,60257,"Laconia, NH",MSA
12/31/2014,60313,"Laconia, NH",MSA
12/31/2015,60408,"Laconia, NH",MSA
12/31/2016,60774,"Laconia, NH",MSA
12/31/2017,60907,"Laconia, NH",MSA
12/31/2018,61242,"Laconia, NH",MSA
12/31/2019,61398,"Laconia, NH",MSA
12/31/2020,63775,"Laconia, NH",MSA
12/31/2021,64612,"Laconia, NH",MSA
12/31/2022,64781,"Laconia, NH",MSA
12/31/2000,425158,"Lafayette, LA",MSA
12/31/2001,426750,"Lafayette, LA",MSA
12/31/2002,430358,"Lafayette, LA",MSA
12/31/2003,432900,"Lafayette, LA",MSA
12/31/2004,436018,"Lafayette, LA",MSA
12/31/2005,439936,"Lafayette, LA",MSA
12/31/2006,450740,"Lafayette, LA",MSA
12/31/2007,454315,"Lafayette, LA",MSA
12/31/2008,459111,"Lafayette, LA",MSA
12/31/2009,463998,"Lafayette, LA",MSA
12/31/2010,467617,"Lafayette, LA",MSA
12/31/2011,470988,"Lafayette, LA",MSA
12/31/2012,474308,"Lafayette, LA",MSA
12/31/2013,479931,"Lafayette, LA",MSA
12/31/2014,485046,"Lafayette, LA",MSA
12/31/2015,489717,"Lafayette, LA",MSA
12/31/2016,491143,"Lafayette, LA",MSA
12/31/2017,490487,"Lafayette, LA",MSA
12/31/2018,489992,"Lafayette, LA",MSA
12/31/2019,489713,"Lafayette, LA",MSA
12/31/2020,478220,"Lafayette, LA",MSA
12/31/2021,479909,"Lafayette, LA",MSA
12/31/2022,481125,"Lafayette, LA",MSA
12/31/2000,187356,"Lafayette-West Lafayette, IN",MSA
