Date,Population,Area,Type
12/31/2000,53979,"Scottsboro, AL",MSA
12/31/2001,53997,"Scottsboro, AL",MSA
12/31/2002,53758,"Scottsboro, AL",MSA
12/31/2003,53711,"Scottsboro, AL",MSA
12/31/2004,53525,"Scottsboro, AL",MSA
12/31/2005,53332,"Scottsboro, AL",MSA
12/31/2006,53483,"Scottsboro, AL",MSA
12/31/2007,53333,"Scottsboro, AL",MSA
12/31/2008,53525,"Scottsboro, AL",MSA
12/31/2009,53461,"Scottsboro, AL",MSA
12/31/2010,53207,"Scottsboro, AL",MSA
12/31/2011,53240,"Scottsboro, AL",MSA
12/31/2012,53107,"Scottsboro, AL",MSA
12/31/2013,52986,"Scottsboro, AL",MSA
12/31/2014,52592,"Scottsboro, AL",MSA
12/31/2015,52229,"Scottsboro, AL",MSA
12/31/2016,52058,"Scottsboro, AL",MSA
12/31/2017,51865,"Scottsboro, AL",MSA
12/31/2018,51649,"Scottsboro, AL",MSA
12/31/2019,51672,"Scottsboro, AL",MSA
12/31/2020,52545,"Scottsboro, AL",MSA
12/31/2021,52694,"Scottsboro, AL",MSA
12/31/2022,52891,"Scottsboro, AL",MSA
12/31/2000,23049,"Scottsburg, IN",MSA
12/31/2001,23332,"Scottsburg, IN",MSA
12/31/2002,23370,"Scottsburg, IN",MSA
12/31/2003,23638,"Scottsburg, IN",MSA
12/31/2004,23626,"Scottsburg, IN",MSA
12/31/2005,23889,"Scottsburg, IN",MSA
12/31/2006,23982,"Scottsburg, IN",MSA
12/31/2007,24137,"Scottsburg, IN",MSA
12/31/2008,24089,"Scottsburg, IN",MSA
12/31/2009,24165,"Scottsburg, IN",MSA
12/31/2010,24172,"Scottsburg, IN",MSA
12/31/2011,23909,"Scottsburg, IN",MSA
12/31/2012,23724,"Scottsburg, IN",MSA
12/31/2013,23761,"Scottsburg, IN",MSA
12/31/2014,23645,"Scottsburg, IN",MSA
12/31/2015,23670,"Scottsburg, IN",MSA
12/31/2016,23700,"Scottsburg, IN",MSA
12/31/2017,23810,"Scottsburg, IN",MSA
12/31/2018,23773,"Scottsburg, IN",MSA
12/31/2019,23855,"Scottsburg, IN",MSA
12/31/2020,24371,"Scottsburg, IN",MSA
12/31/2021,24437,"Scottsburg, IN",MSA
12/31/2022,24588,"Scottsburg, IN",MSA
12/31/2000,559879,"Scranton--Wilkes-Barre, PA",MSA
12/31/2001,557476,"Scranton--Wilkes-Barre, PA",MSA
12/31/2002,555702,"Scranton--Wilkes-Barre, PA",MSA
12/31/2003,555483,"Scranton--Wilkes-Barre, PA",MSA
12/31/2004,555495,"Scranton--Wilkes-Barre, PA",MSA
12/31/2005,556652,"Scranton--Wilkes-Barre, PA",MSA
12/31/2006,557626,"Scranton--Wilkes-Barre, PA",MSA
12/31/2007,560032,"Scranton--Wilkes-Barre, PA",MSA
12/31/2008,561548,"Scranton--Wilkes-Barre, PA",MSA
12/31/2009,562933,"Scranton--Wilkes-Barre, PA",MSA
12/31/2010,563790,"Scranton--Wilkes-Barre, PA",MSA
12/31/2011,563792,"Scranton--Wilkes-Barre, PA",MSA
12/31/2012,563855,"Scranton--Wilkes-Barre, PA",MSA
12/31/2013,561678,"Scranton--Wilkes-Barre, PA",MSA
12/31/2014,560367,"Scranton--Wilkes-Barre, PA",MSA
12/31/2015,557999,"Scranton--Wilkes-Barre, PA",MSA
12/31/2016,555857,"Scranton--Wilkes-Barre, PA",MSA
12/31/2017,556043,"Scranton--Wilkes-Barre, PA",MSA
12/31/2018,555464,"Scranton--Wilkes-Barre, PA",MSA
12/31/2019,554036,"Scranton--Wilkes-Barre, PA",MSA
12/31/2020,566750,"Scranton--Wilkes-Barre, PA",MSA
12/31/2021,567946,"Scranton--Wilkes-Barre, PA",MSA
12/31/2022,567998,"Scranton--Wilkes-Barre, PA",MSA
12/31/2000,67382,"Searcy, AR",MSA
12/31/2001,68273,"Searcy, AR",MSA
12/31/2002,68796,"Searcy, AR",MSA
12/31/2003,69389,"Searcy, AR",MSA
12/31/2004,70403,"Searcy, AR",MSA
12/31/2005,71355,"Searcy, AR",MSA
12/31/2006,72728,"Searcy, AR",MSA
12/31/2007,73573,"Searcy, AR",MSA
12/31/2008,74848,"Searcy, AR",MSA
12/31/2009,76284,"Searcy, AR",MSA
12/31/2010,77349,"Searcy, AR",MSA
12/31/2011,78087,"Searcy, AR",MSA
12/31/2012,78659,"Searcy, AR",MSA
12/31/2013,78590,"Searcy, AR",MSA
12/31/2014,78500,"Searcy, AR",MSA
12/31/2015,78954,"Searcy, AR",MSA
12/31/2016,78941,"Searcy, AR",MSA
12/31/2017,78944,"Searcy, AR",MSA
12/31/2018,78390,"Searcy, AR",MSA
12/31/2019,78621,"Searcy, AR",MSA
12/31/2020,76851,"Searcy, AR",MSA
12/31/2021,77157,"Searcy, AR",MSA
12/31/2022,77755,"Searcy, AR",MSA
12/31/2000,3052187,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2001,3092927,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2002,3118302,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2003,3133021,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2004,3158967,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2005,3198265,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2006,3257081,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2007,3304467,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2008,3355042,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2009,3414797,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2010,3449355,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2011,3504376,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2012,3559719,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2013,3613596,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2014,3676765,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2015,3741711,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2016,3819753,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2017,3888807,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2018,3937546,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2019,3977785,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2020,4027487,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2021,4016274,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2022,4034248,"Seattle-Tacoma-Bellevue, WA",MSA
12/31/2000,113323,"Sebastian-Vero Beach, FL",MSA
12/31/2001,115456,"Sebastian-Vero Beach, FL",MSA
12/31/2002,118144,"Sebastian-Vero Beach, FL",MSA
12/31/2003,120450,"Sebastian-Vero Beach, FL",MSA
12/31/2004,125001,"Sebastian-Vero Beach, FL",MSA
12/31/2005,127955,"Sebastian-Vero Beach, FL",MSA
12/31/2006,131463,"Sebastian-Vero Beach, FL",MSA
12/31/2007,134564,"Sebastian-Vero Beach, FL",MSA
12/31/2008,136277,"Sebastian-Vero Beach, FL",MSA
12/31/2009,137016,"Sebastian-Vero Beach, FL",MSA
12/31/2010,138277,"Sebastian-Vero Beach, FL",MSA
12/31/2011,139122,"Sebastian-Vero Beach, FL",MSA
12/31/2012,140515,"Sebastian-Vero Beach, FL",MSA
12/31/2013,141961,"Sebastian-Vero Beach, FL",MSA
12/31/2014,144532,"Sebastian-Vero Beach, FL",MSA
12/31/2015,147547,"Sebastian-Vero Beach, FL",MSA
12/31/2016,151281,"Sebastian-Vero Beach, FL",MSA
12/31/2017,154260,"Sebastian-Vero Beach, FL",MSA
12/31/2018,157023,"Sebastian-Vero Beach, FL",MSA
12/31/2019,159739,"Sebastian-Vero Beach, FL",MSA
12/31/2020,160439,"Sebastian-Vero Beach, FL",MSA
12/31/2021,163814,"Sebastian-Vero Beach, FL",MSA
12/31/2022,167352,"Sebastian-Vero Beach, FL",MSA
12/31/2000,87417,"Sebring-Avon Park, FL",MSA
12/31/2001,88510,"Sebring-Avon Park, FL",MSA
12/31/2002,89939,"Sebring-Avon Park, FL",MSA
12/31/2003,90943,"Sebring-Avon Park, FL",MSA
12/31/2004,93079,"Sebring-Avon Park, FL",MSA
12/31/2005,95614,"Sebring-Avon Park, FL",MSA
12/31/2006,97788,"Sebring-Avon Park, FL",MSA
12/31/2007,99023,"Sebring-Avon Park, FL",MSA
12/31/2008,99568,"Sebring-Avon Park, FL",MSA
12/31/2009,98956,"Sebring-Avon Park, FL",MSA
12/31/2010,98637,"Sebring-Avon Park, FL",MSA
12/31/2011,98493,"Sebring-Avon Park, FL",MSA
12/31/2012,98244,"Sebring-Avon Park, FL",MSA
12/31/2013,98118,"Sebring-Avon Park, FL",MSA
12/31/2014,98636,"Sebring-Avon Park, FL",MSA
12/31/2015,100204,"Sebring-Avon Park, FL",MSA
12/31/2016,102058,"Sebring-Avon Park, FL",MSA
12/31/2017,103828,"Sebring-Avon Park, FL",MSA
12/31/2018,104453,"Sebring-Avon Park, FL",MSA
12/31/2019,105890,"Sebring-Avon Park, FL",MSA
12/31/2020,101345,"Sebring-Avon Park, FL",MSA
12/31/2021,103295,"Sebring-Avon Park, FL",MSA
12/31/2022,105618,"Sebring-Avon Park, FL",MSA
12/31/2000,39486,"Sedalia, MO",MSA
12/31/2001,39577,"Sedalia, MO",MSA
12/31/2002,39543,"Sedalia, MO",MSA
12/31/2003,39669,"Sedalia, MO",MSA
12/31/2004,39883,"Sedalia, MO",MSA
12/31/2005,40455,"Sedalia, MO",MSA
12/31/2006,40937,"Sedalia, MO",MSA
12/31/2007,41239,"Sedalia, MO",MSA
12/31/2008,41565,"Sedalia, MO",MSA
12/31/2009,41907,"Sedalia, MO",MSA
12/31/2010,42263,"Sedalia, MO",MSA
12/31/2011,42147,"Sedalia, MO",MSA
12/31/2012,42299,"Sedalia, MO",MSA
12/31/2013,42197,"Sedalia, MO",MSA
12/31/2014,42201,"Sedalia, MO",MSA
12/31/2015,42303,"Sedalia, MO",MSA
12/31/2016,42274,"Sedalia, MO",MSA
12/31/2017,42477,"Sedalia, MO",MSA
12/31/2018,42449,"Sedalia, MO",MSA
12/31/2019,42417,"Sedalia, MO",MSA
12/31/2020,43001,"Sedalia, MO",MSA
12/31/2021,43206,"Sedalia, MO",MSA
12/31/2022,43353,"Sedalia, MO",MSA
12/31/2000,37502,"Selinsgrove, PA",MSA
12/31/2001,37955,"Selinsgrove, PA",MSA
12/31/2002,38104,"Selinsgrove, PA",MSA
12/31/2003,38319,"Selinsgrove, PA",MSA
12/31/2004,38519,"Selinsgrove, PA",MSA
12/31/2005,38448,"Selinsgrove, PA",MSA
12/31/2006,38946,"Selinsgrove, PA",MSA
12/31/2007,39295,"Selinsgrove, PA",MSA
12/31/2008,39481,"Selinsgrove, PA",MSA
12/31/2009,39550,"Selinsgrove, PA",MSA
12/31/2010,39709,"Selinsgrove, PA",MSA
12/31/2011,39785,"Selinsgrove, PA",MSA
12/31/2012,39886,"Selinsgrove, PA",MSA
12/31/2013,40133,"Selinsgrove, PA",MSA
12/31/2014,40246,"Selinsgrove, PA",MSA
12/31/2015,40530,"Selinsgrove, PA",MSA
12/31/2016,40457,"Selinsgrove, PA",MSA
12/31/2017,40621,"Selinsgrove, PA",MSA
12/31/2018,40474,"Selinsgrove, PA",MSA
12/31/2019,40393,"Selinsgrove, PA",MSA
12/31/2020,39727,"Selinsgrove, PA",MSA
12/31/2021,39742,"Selinsgrove, PA",MSA
12/31/2022,39652,"Selinsgrove, PA",MSA
12/31/2000,46198,"Selma, AL",MSA
12/31/2001,46132,"Selma, AL",MSA
12/31/2002,45377,"Selma, AL",MSA
12/31/2003,45170,"Selma, AL",MSA
12/31/2004,44795,"Selma, AL",MSA
12/31/2005,44434,"Selma, AL",MSA
12/31/2006,44323,"Selma, AL",MSA
12/31/2007,44194,"Selma, AL",MSA
12/31/2008,44265,"Selma, AL",MSA
12/31/2009,43759,"Selma, AL",MSA
12/31/2010,43855,"Selma, AL",MSA
12/31/2011,43254,"Selma, AL",MSA
12/31/2012,42794,"Selma, AL",MSA
12/31/2013,41981,"Selma, AL",MSA
12/31/2014,41560,"Selma, AL",MSA
12/31/2015,40947,"Selma, AL",MSA
12/31/2016,40105,"Selma, AL",MSA
12/31/2017,39263,"Selma, AL",MSA
12/31/2018,38270,"Selma, AL",MSA
12/31/2019,37182,"Selma, AL",MSA
12/31/2020,38174,"Selma, AL",MSA
12/31/2021,37565,"Selma, AL",MSA
12/31/2022,36767,"Selma, AL",MSA
12/31/2000,33343,"Seneca Falls, NY",MSA
12/31/2001,34764,"Seneca Falls, NY",MSA
12/31/2002,35046,"Seneca Falls, NY",MSA
12/31/2003,35212,"Seneca Falls, NY",MSA
12/31/2004,35312,"Seneca Falls, NY",MSA
12/31/2005,35177,"Seneca Falls, NY",MSA
12/31/2006,35223,"Seneca Falls, NY",MSA
12/31/2007,35469,"Seneca Falls, NY",MSA
12/31/2008,35370,"Seneca Falls, NY",MSA
12/31/2009,35286,"Seneca Falls, NY",MSA
12/31/2010,35271,"Seneca Falls, NY",MSA
12/31/2011,35325,"Seneca Falls, NY",MSA
12/31/2012,35354,"Seneca Falls, NY",MSA
12/31/2013,35244,"Seneca Falls, NY",MSA
12/31/2014,34891,"Seneca Falls, NY",MSA
12/31/2015,34814,"Seneca Falls, NY",MSA
12/31/2016,34725,"Seneca Falls, NY",MSA
12/31/2017,34293,"Seneca Falls, NY",MSA
12/31/2018,34277,"Seneca Falls, NY",MSA
12/31/2019,34189,"Seneca Falls, NY",MSA
12/31/2020,33747,"Seneca Falls, NY",MSA
12/31/2021,33576,"Seneca Falls, NY",MSA
12/31/2022,32882,"Seneca Falls, NY",MSA
12/31/2000,66434,"Seneca, SC",MSA
12/31/2001,67170,"Seneca, SC",MSA
12/31/2002,68194,"Seneca, SC",MSA
12/31/2003,68900,"Seneca, SC",MSA
12/31/2004,69615,"Seneca, SC",MSA
12/31/2005,70581,"Seneca, SC",MSA
12/31/2006,71490,"Seneca, SC",MSA
12/31/2007,72407,"Seneca, SC",MSA
12/31/2008,73089,"Seneca, SC",MSA
12/31/2009,73829,"Seneca, SC",MSA
12/31/2010,74349,"Seneca, SC",MSA
12/31/2011,74265,"Seneca, SC",MSA
12/31/2012,74574,"Seneca, SC",MSA
12/31/2013,74962,"Seneca, SC",MSA
12/31/2014,75254,"Seneca, SC",MSA
12/31/2015,75908,"Seneca, SC",MSA
12/31/2016,76508,"Seneca, SC",MSA
12/31/2017,77382,"Seneca, SC",MSA
12/31/2018,78215,"Seneca, SC",MSA
12/31/2019,79450,"Seneca, SC",MSA
12/31/2020,78778,"Seneca, SC",MSA
12/31/2021,79322,"Seneca, SC",MSA
12/31/2022,80180,"Seneca, SC",MSA
12/31/2000,71776,"Sevierville, TN",MSA
12/31/2001,73563,"Sevierville, TN",MSA
12/31/2002,75035,"Sevierville, TN",MSA
12/31/2003,76616,"Sevierville, TN",MSA
12/31/2004,78610,"Sevierville, TN",MSA
12/31/2005,81275,"Sevierville, TN",MSA
12/31/2006,84098,"Sevierville, TN",MSA
12/31/2007,86284,"Sevierville, TN",MSA
12/31/2008,87983,"Sevierville, TN",MSA
12/31/2009,89096,"Sevierville, TN",MSA
12/31/2010,89921,"Sevierville, TN",MSA
12/31/2011,91201,"Sevierville, TN",MSA
12/31/2012,92385,"Sevierville, TN",MSA
12/31/2013,93515,"Sevierville, TN",MSA
12/31/2014,94716,"Sevierville, TN",MSA
12/31/2015,95492,"Sevierville, TN",MSA
12/31/2016,96613,"Sevierville, TN",MSA
12/31/2017,97544,"Sevierville, TN",MSA
12/31/2018,98231,"Sevierville, TN",MSA
12/31/2019,98402,"Sevierville, TN",MSA
12/31/2020,98562,"Sevierville, TN",MSA
12/31/2021,99435,"Sevierville, TN",MSA
12/31/2022,98789,"Sevierville, TN",MSA
12/31/2000,41428,"Seymour, IN",MSA
12/31/2001,41343,"Seymour, IN",MSA
12/31/2002,41335,"Seymour, IN",MSA
12/31/2003,41403,"Seymour, IN",MSA
12/31/2004,41417,"Seymour, IN",MSA
12/31/2005,41683,"Seymour, IN",MSA
12/31/2006,41725,"Seymour, IN",MSA
12/31/2007,41693,"Seymour, IN",MSA
12/31/2008,41705,"Seymour, IN",MSA
12/31/2009,41798,"Seymour, IN",MSA
12/31/2010,42584,"Seymour, IN",MSA
12/31/2011,42922,"Seymour, IN",MSA
12/31/2012,42996,"Seymour, IN",MSA
12/31/2013,43450,"Seymour, IN",MSA
12/31/2014,43719,"Seymour, IN",MSA
12/31/2015,43892,"Seymour, IN",MSA
12/31/2016,43991,"Seymour, IN",MSA
12/31/2017,43942,"Seymour, IN",MSA
12/31/2018,44049,"Seymour, IN",MSA
12/31/2019,44179,"Seymour, IN",MSA
12/31/2020,46461,"Seymour, IN",MSA
12/31/2021,46285,"Seymour, IN",MSA
12/31/2022,46300,"Seymour, IN",MSA
12/31/2000,45366,"Shawano, WI",MSA
12/31/2001,45399,"Shawano, WI",MSA
12/31/2002,45515,"Shawano, WI",MSA
12/31/2003,45561,"Shawano, WI",MSA
12/31/2004,45679,"Shawano, WI",MSA
12/31/2005,45790,"Shawano, WI",MSA
12/31/2006,45951,"Shawano, WI",MSA
12/31/2007,46122,"Shawano, WI",MSA
12/31/2008,46108,"Shawano, WI",MSA
12/31/2009,46080,"Shawano, WI",MSA
12/31/2010,46208,"Shawano, WI",MSA
12/31/2011,46041,"Shawano, WI",MSA
12/31/2012,45876,"Shawano, WI",MSA
12/31/2013,45792,"Shawano, WI",MSA
12/31/2014,45857,"Shawano, WI",MSA
12/31/2015,45568,"Shawano, WI",MSA
12/31/2016,45458,"Shawano, WI",MSA
12/31/2017,45434,"Shawano, WI",MSA
12/31/2018,45321,"Shawano, WI",MSA
12/31/2019,45347,"Shawano, WI",MSA
12/31/2020,45129,"Shawano, WI",MSA
12/31/2021,45104,"Shawano, WI",MSA
12/31/2022,45083,"Shawano, WI",MSA
12/31/2000,65647,"Shawnee, OK",MSA
12/31/2001,66222,"Shawnee, OK",MSA
12/31/2002,66469,"Shawnee, OK",MSA
12/31/2003,67201,"Shawnee, OK",MSA
12/31/2004,67072,"Shawnee, OK",MSA
12/31/2005,67264,"Shawnee, OK",MSA
12/31/2006,67696,"Shawnee, OK",MSA
12/31/2007,68698,"Shawnee, OK",MSA
12/31/2008,68752,"Shawnee, OK",MSA
12/31/2009,69002,"Shawnee, OK",MSA
12/31/2010,69653,"Shawnee, OK",MSA
12/31/2011,70071,"Shawnee, OK",MSA
12/31/2012,70524,"Shawnee, OK",MSA
12/31/2013,70921,"Shawnee, OK",MSA
12/31/2014,71561,"Shawnee, OK",MSA
12/31/2015,71510,"Shawnee, OK",MSA
12/31/2016,72051,"Shawnee, OK",MSA
12/31/2017,72232,"Shawnee, OK",MSA
12/31/2018,72568,"Shawnee, OK",MSA
12/31/2019,72703,"Shawnee, OK",MSA
12/31/2020,72542,"Shawnee, OK",MSA
12/31/2021,73092,"Shawnee, OK",MSA
12/31/2022,73533,"Shawnee, OK",MSA
12/31/2000,112739,"Sheboygan, WI",MSA
12/31/2001,113023,"Sheboygan, WI",MSA
12/31/2002,113251,"Sheboygan, WI",MSA
12/31/2003,113433,"Sheboygan, WI",MSA
12/31/2004,113832,"Sheboygan, WI",MSA
12/31/2005,114454,"Sheboygan, WI",MSA
12/31/2006,114775,"Sheboygan, WI",MSA
12/31/2007,115178,"Sheboygan, WI",MSA
12/31/2008,115652,"Sheboygan, WI",MSA
12/31/2009,115562,"Sheboygan, WI",MSA
12/31/2010,115520,"Sheboygan, WI",MSA
12/31/2011,115209,"Sheboygan, WI",MSA
12/31/2012,114770,"Sheboygan, WI",MSA
12/31/2013,114702,"Sheboygan, WI",MSA
12/31/2014,114994,"Sheboygan, WI",MSA
12/31/2015,115209,"Sheboygan, WI",MSA
12/31/2016,115043,"Sheboygan, WI",MSA
12/31/2017,115085,"Sheboygan, WI",MSA
12/31/2018,115161,"Sheboygan, WI",MSA
12/31/2019,115232,"Sheboygan, WI",MSA
12/31/2020,118030,"Sheboygan, WI",MSA
12/31/2021,117697,"Sheboygan, WI",MSA
12/31/2022,117841,"Sheboygan, WI",MSA
12/31/2000,96357,"Shelby, NC",MSA
12/31/2001,96861,"Shelby, NC",MSA
12/31/2002,97068,"Shelby, NC",MSA
12/31/2003,97241,"Shelby, NC",MSA
12/31/2004,97134,"Shelby, NC",MSA
12/31/2005,96844,"Shelby, NC",MSA
12/31/2006,96990,"Shelby, NC",MSA
12/31/2007,97524,"Shelby, NC",MSA
12/31/2008,98155,"Shelby, NC",MSA
12/31/2009,98211,"Shelby, NC",MSA
12/31/2010,97922,"Shelby, NC",MSA
12/31/2011,97452,"Shelby, NC",MSA
12/31/2012,97332,"Shelby, NC",MSA
12/31/2013,96893,"Shelby, NC",MSA
12/31/2014,97030,"Shelby, NC",MSA
12/31/2015,96881,"Shelby, NC",MSA
12/31/2016,97037,"Shelby, NC",MSA
12/31/2017,97198,"Shelby, NC",MSA
12/31/2018,97593,"Shelby, NC",MSA
12/31/2019,97964,"Shelby, NC",MSA
12/31/2020,99799,"Shelby, NC",MSA
12/31/2021,100318,"Shelby, NC",MSA
12/31/2022,100670,"Shelby, NC",MSA
12/31/2000,37806,"Shelbyville, TN",MSA
12/31/2001,38414,"Shelbyville, TN",MSA
12/31/2002,38960,"Shelbyville, TN",MSA
12/31/2003,39697,"Shelbyville, TN",MSA
12/31/2004,40558,"Shelbyville, TN",MSA
12/31/2005,41616,"Shelbyville, TN",MSA
12/31/2006,42780,"Shelbyville, TN",MSA
12/31/2007,43678,"Shelbyville, TN",MSA
12/31/2008,44395,"Shelbyville, TN",MSA
12/31/2009,44845,"Shelbyville, TN",MSA
12/31/2010,45082,"Shelbyville, TN",MSA
12/31/2011,45249,"Shelbyville, TN",MSA
12/31/2012,45254,"Shelbyville, TN",MSA
12/31/2013,45567,"Shelbyville, TN",MSA
12/31/2014,46257,"Shelbyville, TN",MSA
12/31/2015,46954,"Shelbyville, TN",MSA
12/31/2016,47454,"Shelbyville, TN",MSA
12/31/2017,48214,"Shelbyville, TN",MSA
12/31/2018,49153,"Shelbyville, TN",MSA
12/31/2019,49684,"Shelbyville, TN",MSA
12/31/2020,50381,"Shelbyville, TN",MSA
12/31/2021,51157,"Shelbyville, TN",MSA
12/31/2022,51950,"Shelbyville, TN",MSA
12/31/2000,49631,"Shelton, WA",MSA
12/31/2001,50298,"Shelton, WA",MSA
12/31/2002,51215,"Shelton, WA",MSA
12/31/2003,52351,"Shelton, WA",MSA
12/31/2004,53819,"Shelton, WA",MSA
12/31/2005,55198,"Shelton, WA",MSA
12/31/2006,56872,"Shelton, WA",MSA
12/31/2007,58679,"Shelton, WA",MSA
12/31/2008,59785,"Shelton, WA",MSA
12/31/2009,60333,"Shelton, WA",MSA
12/31/2010,60733,"Shelton, WA",MSA
12/31/2011,60882,"Shelton, WA",MSA
12/31/2012,60689,"Shelton, WA",MSA
12/31/2013,60480,"Shelton, WA",MSA
12/31/2014,60613,"Shelton, WA",MSA
12/31/2015,60999,"Shelton, WA",MSA
12/31/2016,62166,"Shelton, WA",MSA
12/31/2017,63769,"Shelton, WA",MSA
12/31/2018,65533,"Shelton, WA",MSA
12/31/2019,66939,"Shelton, WA",MSA
12/31/2020,66029,"Shelton, WA",MSA
12/31/2021,67229,"Shelton, WA",MSA
12/31/2022,68166,"Shelton, WA",MSA
12/31/2000,26584,"Sheridan, WY",MSA
12/31/2001,26623,"Sheridan, WY",MSA
12/31/2002,26839,"Sheridan, WY",MSA
12/31/2003,26938,"Sheridan, WY",MSA
12/31/2004,26942,"Sheridan, WY",MSA
12/31/2005,27075,"Sheridan, WY",MSA
12/31/2006,27422,"Sheridan, WY",MSA
12/31/2007,27845,"Sheridan, WY",MSA
12/31/2008,28465,"Sheridan, WY",MSA
12/31/2009,29017,"Sheridan, WY",MSA
12/31/2010,29148,"Sheridan, WY",MSA
12/31/2011,29257,"Sheridan, WY",MSA
12/31/2012,29538,"Sheridan, WY",MSA
12/31/2013,29754,"Sheridan, WY",MSA
12/31/2014,29884,"Sheridan, WY",MSA
12/31/2015,29925,"Sheridan, WY",MSA
12/31/2016,30027,"Sheridan, WY",MSA
12/31/2017,30222,"Sheridan, WY",MSA
12/31/2018,30277,"Sheridan, WY",MSA
12/31/2019,30597,"Sheridan, WY",MSA
12/31/2020,31005,"Sheridan, WY",MSA
12/31/2021,31667,"Sheridan, WY",MSA
12/31/2022,32096,"Sheridan, WY",MSA
12/31/2000,110939,"Sherman-Denison, TX",MSA
12/31/2001,112330,"Sherman-Denison, TX",MSA
12/31/2002,113239,"Sherman-Denison, TX",MSA
12/31/2003,114421,"Sherman-Denison, TX",MSA
12/31/2004,114998,"Sherman-Denison, TX",MSA
12/31/2005,115666,"Sherman-Denison, TX",MSA
12/31/2006,117174,"Sherman-Denison, TX",MSA
12/31/2007,118331,"Sherman-Denison, TX",MSA
12/31/2008,118834,"Sherman-Denison, TX",MSA
12/31/2009,120069,"Sherman-Denison, TX",MSA
12/31/2010,121029,"Sherman-Denison, TX",MSA
12/31/2011,121429,"Sherman-Denison, TX",MSA
12/31/2012,121866,"Sherman-Denison, TX",MSA
12/31/2013,122385,"Sherman-Denison, TX",MSA
12/31/2014,123628,"Sherman-Denison, TX",MSA
12/31/2015,125672,"Sherman-Denison, TX",MSA
12/31/2016,128309,"Sherman-Denison, TX",MSA
12/31/2017,131085,"Sherman-Denison, TX",MSA
12/31/2018,133780,"Sherman-Denison, TX",MSA
12/31/2019,136143,"Sherman-Denison, TX",MSA
12/31/2020,136100,"Sherman-Denison, TX",MSA
12/31/2021,139561,"Sherman-Denison, TX",MSA
12/31/2022,143131,"Sherman-Denison, TX",MSA
12/31/2000,97689,"Show Low, AZ",MSA
12/31/2001,97849,"Show Low, AZ",MSA
12/31/2002,100123,"Show Low, AZ",MSA
12/31/2003,101529,"Show Low, AZ",MSA
12/31/2004,102774,"Show Low, AZ",MSA
12/31/2005,104184,"Show Low, AZ",MSA
12/31/2006,105624,"Show Low, AZ",MSA
12/31/2007,106927,"Show Low, AZ",MSA
12/31/2008,107626,"Show Low, AZ",MSA
12/31/2009,107571,"Show Low, AZ",MSA
12/31/2010,107693,"Show Low, AZ",MSA
12/31/2011,107560,"Show Low, AZ",MSA
12/31/2012,107334,"Show Low, AZ",MSA
12/31/2013,107164,"Show Low, AZ",MSA
12/31/2014,107741,"Show Low, AZ",MSA
12/31/2015,107695,"Show Low, AZ",MSA
12/31/2016,108569,"Show Low, AZ",MSA
12/31/2017,109145,"Show Low, AZ",MSA
12/31/2018,110490,"Show Low, AZ",MSA
12/31/2019,111037,"Show Low, AZ",MSA
12/31/2020,106762,"Show Low, AZ",MSA
12/31/2021,107621,"Show Low, AZ",MSA
12/31/2022,108650,"Show Low, AZ",MSA
12/31/2000,376150,"Shreveport-Bossier City, LA",MSA
12/31/2001,376250,"Shreveport-Bossier City, LA",MSA
12/31/2002,376578,"Shreveport-Bossier City, LA",MSA
12/31/2003,377109,"Shreveport-Bossier City, LA",MSA
12/31/2004,380550,"Shreveport-Bossier City, LA",MSA
12/31/2005,383099,"Shreveport-Bossier City, LA",MSA
12/31/2006,389521,"Shreveport-Bossier City, LA",MSA
12/31/2007,390221,"Shreveport-Bossier City, LA",MSA
12/31/2008,392367,"Shreveport-Bossier City, LA",MSA
12/31/2009,394845,"Shreveport-Bossier City, LA",MSA
12/31/2010,399959,"Shreveport-Bossier City, LA",MSA
12/31/2011,403962,"Shreveport-Bossier City, LA",MSA
12/31/2012,407572,"Shreveport-Bossier City, LA",MSA
12/31/2013,406393,"Shreveport-Bossier City, LA",MSA
12/31/2014,404731,"Shreveport-Bossier City, LA",MSA
